step,active_joint_pos,sde_joint_1_pos,sde_joint_2_pos,sde_joint_3_pos,sde_joint_4_pos,sde_joint_5_pos,rfe_1_x,rfe_1_y,rfe_1_z,rfe_2_x,rfe_2_y,rfe_2_z,rfe_3_x,rfe_3_y,rfe_3_z,rfe_4_x,rfe_4_y,rfe_4_z,rfe_5_x,rfe_5_y,rfe_5_z,rfe_6_x,rfe_6_y,rfe_6_z
461,1.4962724008798074e-06,-0.07100974878797661,-0.036179499808467706,0.09405943264117744,0.0331332328885755,-0.024107082332018973,0.0,0.0,0.5,0.11999999998564127,-1.4780433706882952e-09,0.49999814363426454,0.35939397751111757,-1.3572549857839504e-05,0.48295339839246754,0.5980308527037285,-3.3909900879599764e-05,0.4574104662056879,0.8380120043283252,-3.6304719078311195e-05,0.45440266647877686,1.0779658254880735,-3.255632939197361e-05,0.459110500034155
462,-4.139041222175301e-06,-0.07092183818027469,-0.03681841711185615,0.09401789737868393,0.034120581846903156,-0.024575558423965128,0.0,0.0,0.5,0.11999999999986566,1.4296028587273784e-10,0.5000001795526312,0.35939519356107896,-1.355732345597989e-05,0.48297252216870684,0.5980178073662963,-3.400048057836276e-05,0.45729670158116803,0.837997125330026,-3.650908051175728e-05,0.45414599636327163,1.0779491033452935,-3.268662497671344e-05,0.45894685378143346
463,-8.887610959696918e-06,-0.07083610763756351,-0.03745542104972116,0.09397339349313352,0.035111374546789816,-0.025045326694271546,0.0,0.0,0.5,0.11999999999897208,-3.954617595110418e-10,0.49999950331521076,0.3593965937058868,-1.354217958238652e-05,0.4829915422926044,0.598004878298303,-3.409109100734947e-05,0.4571828983606425,0.8379822686470717,-3.671398548168349e-05,0.45388864358678555,1.0779323601331003,-3.281717885221384e-05,0.45878288312540394
464,-1.2750092743514676e-05,-0.0707525342241153,-0.038090571715915296,0.0939259858432767,0.03610556894411973,-0.02551636835525872,0.0,0.0,0.5,0.11999999999526062,-8.491604889327629e-10,0.4999989334870229,0.3593979702558593,-1.3527197412782418e-05,0.48301035932250164,0.5979918677874376,-3.41817389840069e-05,0.4570690479816958,0.8379672365788712,-3.691937580128631e-05,0.4536306812297597,1.077915399731713,-3.294800943965836e-05,0.45861856492983033
465,-1.5730040177248467e-05,-0.07067109277449571,-0.038723926665988735,0.09387573807453696,0.0371031218225624,-0.02598866399463561,0.0,0.0,0.5,0.1199999999902461,-1.2181985729309942e-09,0.49999846998935576,0.3593993236657994,-1.3512372767431694e-05,0.483028978507985,0.5979787755537727,-3.427242750030904e-05,0.45695514668651394,0.8379520279277526,-3.712524924244059e-05,0.453372112090597,1.07789822071231,-3.307911739287442e-05,0.4584538983734641
466,-1.7833874478261962e-05,-0.07059175593982332,-0.03935554090745548,0.09382271263664117,0.038103988779153046,-0.026462193572086675,0.0,0.0,0.5,0.11999999998515397,-1.5029155380496698e-09,0.49999811239577713,0.35940065437602503,-1.3497701870604423e-05,0.48304740459122497,0.5979656013316064,-3.436315959542294e-05,0.45684119065801093,0.8379366415245085,-3.733160349789154e-05,0.45311293906713324,1.0778808216819984,-3.3210503385133885e-05,0.4582888826107313
467,-1.9070841336551038e-05,-0.07051449424477446,-0.039985466898623256,0.09376697080198541,0.039108124218839656,-0.026936936420048053,0.0,0.0,0.5,0.1199999999809172,-1.7039248949570427e-09,0.49999785993574103,0.35940196281221926,-1.3483181350797289e-05,0.48306564180669426,0.5979523448704323,-3.445393835726162e-05,0.45672717601789065,0.8379210762300373,-3.753843618063581e-05,0.4528531651573555,1.077863201285753,-3.334216810910203e-05,0.4581235167716798
468,-1.9452955032554873e-05,-0.07043927615494157,-0.040613754555938936,0.09370857268470524,0.040115481357870526,-0.027412871248598432,0.0,0.0,0.5,0.1199999999781782,-1.8221100165579674e-09,0.49999771149976513,0.35940324938532514,-1.3468808239279561e-05,0.4830836938830165,0.5979390059357785,-3.4544766923504744e-05,0.4566130988253535,0.8379053309368474,-3.774574482389722e-05,0.45259279345944703,1.0778453582082048,-3.3474112276765744e-05,0.45795779996208674
469,-1.8994930253441828e-05,-0.07036606815407435,-0.041240451269735474,0.09364757726041294,0.0411260122358297,-0.02788997615435923,0.0,0.0,0.5,0.11999999997729496,-1.8586187987654916e-09,0.4999976656461362,0.3594045144914809,-1.3454579966922129e-05,0.48310156404691457,0.5979255843099067,-3.463564848212132e-05,0.45649895507644034,0.8378894045704051,-3.7953526881613805e-05,0.4523318271711654,1.0778272911752553,-3.3606336619217035e-05,0.45779173126372075
470,-1.77141021386199e-05,-0.0702948348306596,-0.04186560192820375,0.09358404238655779,0.0421396677360649,-0.02836822863326949,0.0,0.0,0.5,0.11999999997835156,-1.8148571459355614e-09,0.4999977206090922,0.3594057585119984,-1.3440494359429881e-05,0.4831192550292155,0.5979120797923734,-3.4726586271369965e-05,0.4563847407040064,0.8378732960903276,-3.816177972942589e-05,0.45207026958857444,1.077808998955516,-3.3738841886305056e-05,0.4576253097347562
471,-1.5630335169281802e-05,-0.0702255389732289,-0.04248924894935303,0.09351802482336011,0.043156397614193584,-0.028847605597073632,0.0,0.0,0.5,0.11999999998117264,-1.6924813316715518e-09,0.49999787430841725,0.35940698181338304,-1.3426549630979811e-05,0.48313676907285,0.5978984922004535,-3.481758357936563e-05,0.45627045157830903,0.8378570044914122,-3.837050066627135e-05,0.45180812410414756,1.0777904803615623,-3.3871628846322056e-05,0.4574585344103339
472,-1.2765921593021363e-05,-0.07015814167372479,-0.04311143232066812,0.09344958025526451,0.04417615053431824,-0.02932808339333533,0.0,0.0,0.5,0.11999999998534154,-1.4933892937431367e-09,0.4999981243603743,0.3594081847473958,-1.3412744376306977e-05,0.48315410794277197,0.5978848213694263,-3.4908643743118265e-05,0.45615608350819,0.8378405288044989,-3.857968691625537e-05,0.4515453942042677,1.0777717342510014,-3.4004698285220724e-05,0.4572914043032594
473,-9.145470142378456e-06,-0.0700926024382036,-0.04373218964612014,0.09337876331285368,0.04519887411253276,-0.02980963782876831,0.0,0.0,0.5,0.11999999999022186,-1.219710929136432e-09,0.49999846808989445,0.35940936765115467,-1.3399077561357598e-05,0.48317127293771034,0.5978710671527242,-3.499977014713461e-05,0.45604163224283106,0.8378238680971635,-3.8789335631184904e-05,0.451282083466155,1.0777527595273428,-3.4138051006131004e-05,0.45712391840483463
474,-4.795785865122607e-06,-0.07002887930411053,-0.04435155620014087,0.09330562759516027,0.046224514967257366,-0.030292244195654853,0.0,0.0,0.5,0.11999999999498161,-8.737974617513614e-10,0.4999989025439308,0.35941053084727675,-1.3385548512565158e-05,0.48318826490365363,0.5978572294219496,-3.509096622162547e-05,0.4559270934740555,0.8378070214742386,-3.8999443893453086e-05,0.45101819555425277,1.0777335551406748,-3.427168782857995e-05,0.4569560756858119
475,2.542580662332292e-07,-0.06996692896332653,-0.04496956498812945,0.0932302256923115,0.04725301877590119,-0.030775877301105824,0.0,0.0,0.5,0.11999999999862003,-4.582099608713087e-10,0.4999994245058786,0.3594116746440566,-1.3372156904784335e-05,0.48320508424895514,0.5978433080667618,-3.518223544016186e-05,0.4558124628391446,0.8377899880781666,-3.921000871921174e-05,0.45075373421610904,1.0777141200881453,-3.440560958752759e-05,0.4567878750974625
476,-1.7134510251774002e-05,-0.06987159187186277,-0.045598668341886216,0.09315270795263607,0.04828505267468256,-0.03126103065856403,0.0,0.0,0.5,0.11999999999999611,2.429290670120714e-11,0.5000000305109583,0.35941279933568104,-1.335890274811556e-05,0.4832217309609404,0.5978293029946371,-3.527358131717771e-05,0.4556977359241388,0.8377727670891775,-3.942102706216409e-05,0.450488703277793,1.077694453414242,-3.453981713257699e-05,0.4566193155727502
477,-3.3384523006676966e-05,-0.06977871164974042,-0.046226182672197996,0.09307302073880837,0.049319812057383165,-0.03174714205722873,0.0,0.0,0.5,0.1199999999823845,-1.6371046357090037e-09,0.49999794385942165,0.3594141064314687,-1.3345705513758099e-05,0.48323830618068947,0.5978154038859449,-3.536500529515704e-05,0.4555829109173271,0.8377555457863184,-3.9632554101918485e-05,0.4502230334358283,1.0776747397423196,-3.4674292016321606e-05,0.4564504202809071
478,-4.846181365111118e-05,-0.06968829381919991,-0.04685218627129225,0.09299121936800762,0.0503572885494064,-0.03223420710741597,0.0,0.0,0.5,0.11999999993312842,-3.189700584645106e-09,0.4999959938585098,0.3594153899742203,-1.3332650659690788e-05,0.483254702576255,0.5978014163323139,-3.545651354496513e-05,0.45546798006832023,0.8377381307442193,-3.9844526425178446e-05,0.4499568043348596,1.077654788066602,-3.480905503028973e-05,0.4562811631085486
479,-6.233635585882732e-05,-0.0696003404853445,-0.04747675480817382,0.09290735801107217,0.05139747211970581,-0.032722220567806895,0.0,0.0,0.5,0.11999999985908717,-4.630249630141984e-09,0.49999418458420747,0.35941665051901706,-1.3319729522567644e-05,0.4832709310284768,0.5977873396085396,-3.5548106842120714e-05,0.4553529424031215,0.8377205204082622,-4.005694369919756e-05,0.4496900163928282,1.0776345966109786,-3.494410641433733e-05,0.45611154375444984
480,-6.765875448767504e-05,-0.06952107751417295,-0.048104416259323185,0.09282200896275584,0.052444928057591544,-0.03321325265360331,0.0,0.0,0.5,0.11999999976685072,-5.955882928024563e-09,0.49999251963967284,0.35941788860866847,-1.3306933915015542e-05,0.4832870018203713,0.5977731730098481,-3.563978603717439e-05,0.45523779685344734,0.8377027132506041,-4.026980548321311e-05,0.4494226701633022,1.0776141636313448,-3.5079446434672854e-05,0.4559415618842612
481,-6.455932900822025e-05,-0.06945031118143312,-0.048735244851079856,0.09273520941011516,0.05349961028767676,-0.033707278198854794,0.0,0.0,0.5,0.11999999972533759,-6.464407731030279e-09,0.49999188095204117,0.35941912312862423,-1.3293347474145599e-05,0.4833040658685565,0.5977588395545801,-3.573128079269542e-05,0.45512288295275066,0.8376846145269674,-4.048338239926991e-05,0.4491544257553746,1.0775933826766408,-3.521501467448351e-05,0.45577129337915245
482,-5.3169773297264085e-05,-0.0693878481800809,-0.049369311006341975,0.09264699568069631,0.05456147069795523,-0.03420427095060598,0.0,0.0,0.5,0.11999999974992558,-6.168275321346639e-09,0.49999225288298,0.3594203551585625,-1.3278970565056278e-05,0.48332212271448166,0.597744338741471,-3.582259337484489e-05,0.45500819785481883,0.8376662217284397,-4.069767158473583e-05,0.4488852867644208,1.0775722506202052,-3.535081206537504e-05,0.45560073706909043
483,-3.3624650232400274e-05,-0.06933349435286966,-0.05000668043641585,0.09255740315034183,0.05563045819660002,-0.03470420314629508,0.0,0.0,0.5,0.11999999983037853,-5.080068296599413e-09,0.4999936196292297,0.35942158571822086,-1.3263804025440158e-05,0.48334117130603177,0.5977296700534943,-3.591372613825529e-05,0.4548937386023024,0.8376475323380715,-4.0912670043102576e-05,0.44861525695390897,1.077550764336517,-3.548683957440653e-05,0.45542989173946247
484,-1.5100157964042506e-05,-0.06928157980776699,-0.050635761398381086,0.09246803812797104,0.05667974444321745,-0.035181882602755725,0.0,0.0,0.5,0.11999999993216298,-3.212643370194084e-09,0.49999596504325183,0.3594228157650977,-1.3247849351722935e-05,0.48336120976377017,0.597714832976298,-3.600468158312273e-05,0.45477950205510415,0.8376285438543044,-4.112837458865451e-05,0.44834434032503706,1.0775289207276344,-3.562309821643264e-05,0.45525875611569994
485,2.3304008585598804e-06,-0.06923201025187699,-0.051256577785647225,0.09237889434385813,0.057709396189635026,-0.03563739875360272,0.0,0.0,0.5,0.1199999999863191,-1.4427338885033643e-09,0.4999981879816187,0.35942398696180594,-1.323265168425073e-05,0.4833802974507174,0.5977000000453924,-3.6095470755335185e-05,0.454665474339961,0.8376094905214213,-4.1342944884821026e-05,0.44807484826983507,1.0775070734670322,-3.5761020894989235e-05,0.4550855305259216
486,-1.295602283041109e-06,-0.06915525053162942,-0.05187854837402921,0.09228992132098189,0.05871966499005266,-0.03607130292550241,0.0,0.0,0.5,0.11999999999967413,2.2265649806925928e-10,0.5000002796480144,0.35942509983869586,-1.3218214035033596e-05,0.48339843058390775,0.5976851736406418,-3.61860973691493e-05,0.45455165079191673,0.8375903770173017,-4.155638639698717e-05,0.44780677392399515,1.0774852310535548,-3.590060199222703e-05,0.45491022202592685
487,-2.6566884407526996e-05,-0.0690503188009051,-0.05250216503647119,0.09220111554440098,0.059710829011358546,-0.03648384995560227,0.0,0.0,0.5,0.11999999999989928,-1.2378740171377256e-10,0.4999998445277753,0.35942631335395037,-1.3204618901282712e-05,0.4834155055500204,0.5976705190907289,-3.627661490849615e-05,0.4544379642372286,0.8375713717202238,-4.176873288400204e-05,0.4475400748877227,1.0774635633734058,-3.604180741015622e-05,0.45473287344150487
488,-5.214255343257345e-05,-0.06894884634766361,-0.05311734331568901,0.09211245987683414,0.060683160153388004,-0.03687511162656116,0.0,0.0,0.5,0.11999999995765206,-2.5383141378330506e-09,0.499996811974882,0.35942763366832897,-1.3191847570512348e-05,0.4834315458512102,0.5976560416403865,-3.636702354778871e-05,0.4543244144568228,0.8375524815199166,-4.198000405629141e-05,0.4472747264054638,1.0774420798514097,-3.618462318002522e-05,0.45455350231686964
489,-7.02639652914242e-05,-0.0688578301535369,-0.053727663508658756,0.09202493668483708,0.06163746204440601,-0.037242949353541395,0.0,0.0,0.5,0.11999999983686925,-4.981923302933686e-09,0.49999374289557424,0.3594288901087818,-1.317982272045008e-05,0.4834466486012869,0.5976415664979595,-3.6457285177837345e-05,0.4542110493143793,0.8375335323190745,-4.219020441753972e-05,0.4470107228207638,1.0774206096569028,-3.6329044401941803e-05,0.45437211480609274
490,-8.104252945017611e-05,-0.06877705621862658,-0.054333282007008175,0.09193851404684442,0.06257398741950135,-0.037587610644153696,0.0,0.0,0.5,0.11999999970377849,-6.713320749915765e-09,0.49999156832684455,0.35943009553678745,-1.3167657868943857e-05,0.4834619271877974,0.5976270255667724,-3.654704802492087e-05,0.45409831062419004,0.8375144447065805,-4.2399332923540365e-05,0.44674806544509726,1.077399084534321,-3.6475267185963945e-05,0.454188464602443
491,-8.45955720736279e-05,-0.06870630683855346,-0.05493434969112906,0.09185315969249125,0.06349298528689372,-0.0379093425262442,0.0,0.0,0.5,0.11999999960592649,-7.74315101886142e-09,0.49999027489955916,0.359431251851135,-1.3155344111859416e-05,0.4834773927940054,0.5976124198763333,-3.663631342815626e-05,0.453986196704387,0.8374952204149678,-4.26074072718999e-05,0.44648673205097694,1.0773775085261974,-3.662327725048683e-05,0.45400256964310853
492,-8.154872969066435e-05,-0.06864701295553906,-0.05552674084869394,0.09176752819158626,0.06439422615499246,-0.038209614976479504,0.0,0.0,0.5,0.11999999957061537,-8.08262395649462e-09,0.49998984853458095,0.35943236088081537,-1.3142873531349052e-05,0.48349305536441795,0.5975977504541674,-3.6725083085034334e-05,0.4538747054229896,0.8374758611399842,-4.2814444955011604e-05,0.4462267006686273,1.0773558854333032,-3.677306026046598e-05,0.4538144479323698
493,-7.216041533720343e-05,-0.06859938008007042,-0.05610949305777023,0.09168126027670855,0.06527783265109618,-0.03848901634311768,0.0,0.0,0.5,0.1199999996009883,-7.791515561847168e-09,0.4999902141555498,0.35943338886830567,-1.313069797182453e-05,0.4835083473997899,0.5975830457615356,-3.681341653771286e-05,0.453763761997305,0.8374564022432003,-4.302036728278968e-05,0.4459680701297397,1.077334250006457,-3.692444306126274e-05,0.4536243169457429
494,-5.6597407866648144e-05,-0.06856330731511036,-0.05668243470536517,0.09159424419333657,0.06614401329074612,-0.038747912524623604,0.0,0.0,0.5,0.11999999968757247,-6.894515724735126e-09,0.49999134075291174,0.35943432838159123,-1.311893057670184e-05,0.4835231267963508,0.5975683147079232,-3.690133252824941e-05,0.4536533428880644,0.8374368553118542,-4.322516640208774e-05,0.44571085029761115,1.0773126147319714,-3.707736771808607e-05,0.4534322494471607
495,-3.49908327672635e-05,-0.06853856109249207,-0.057245727659586194,0.09150647279572181,0.06699301098304884,-0.0389865734836647,0.0,0.0,0.5,0.119999999807804,-5.407559211274967e-09,0.49999320831321237,0.3594351785318439,-1.3107599852337532e-05,0.4835373577511899,0.5975535612024808,-3.698883965147978e-05,0.4535434373004302,0.8374172258301824,-4.342885205665173e-05,0.44545502893439826,1.077290986245088,-3.7231805235339334e-05,0.4532382818539096
496,-1.5037285286537478e-05,-0.06851683996517047,-0.05779845180829519,0.09141767431949521,0.06782479034818548,-0.03920701172819921,0.0,0.0,0.5,0.1199999999265385,-3.3431743119583118e-09,0.4999958011013997,0.35943594116830924,-1.3096698808380395e-05,0.4835510490439396,0.5975387869569454,-3.7075942320915613e-05,0.4534340396912692,0.8373975165732024,-4.363144137334364e-05,0.4452005845295084,1.0772693684894068,-3.7387738999340013e-05,0.4530424350322112
497,3.2024242840675767e-06,-0.06849801209506429,-0.058340753982629646,0.09132786110204648,0.06863959678228312,-0.039409498338254446,0.0,0.0,0.5,0.1199999999864328,-1.4367267631006866e-09,0.4999981955263376,0.3594366263501912,-1.3086847511241658e-05,0.4835634218949795,0.5975240497599876,-3.716297165780867e-05,0.4533247341849525,0.8373777974010836,-4.383302614753697e-05,0.4449474017914141,1.0772478240936294,-3.7545028160967096e-05,0.45284488588310323
498,2.969032076344228e-06,-0.06846081863197774,-0.05887381090953811,0.09123445583360419,0.06943731187822803,-0.039595500853726415,0.0,0.0,0.5,0.11999999999938467,3.0597335810394896e-10,0.5000003842907923,0.3594372353961235,-1.3078038237900536e-05,0.48357448600413494,0.5975093507832645,-3.7249934499642635e-05,0.45321551219388806,0.8373580710458286,-4.403362535335874e-05,0.4446954568893831,1.0772263564054931,-3.770365689718662e-05,0.45264565427976233
499,-1.5453604903858492e-05,-0.06840557540051852,-0.05939772425763786,0.09113751169165582,0.07021818946400603,-0.03976526666418441,0.0,0.0,0.5,0.1199999999994711,2.8367406506288685e-10,0.5000003562837362,0.35943784233522585,-1.307101444158327e-05,0.4835833076226823,0.5974948674305388,-3.7336944667910326e-05,0.4531062307626195,0.8373385234258557,-4.4233210456481325e-05,0.44444478566138773,1.0772051482513234,-3.786347685189679e-05,0.4524449265517013
500,-3.500596035184556e-05,-0.06835384136355997,-0.059911555364528885,0.09103972672759762,0.07098283375352125,-0.03991787298796621,0.0,0.0,0.5,0.11999999998567117,-1.4765037258149091e-09,0.49999814556799943,0.359438446644799,-1.3065755095896667e-05,0.48358991315897343,0.5974805983320763,-3.74240067704966e-05,0.4529968841038636,0.8373191548173433,-4.4431801457153615e-05,0.4441953629879315,1.0771842002421002,-3.802447487101304e-05,0.4522427192199753
501,-5.563185119151713e-05,-0.06830561006892925,-0.060415463199720625,0.09094111540737704,0.07173148234734734,-0.04005354878732589,0.0,0.0,0.5,0.11999999992647498,-3.3446196663035535e-09,0.4999957992860901,0.35943897450629114,-1.306148804193671e-05,0.4835952724149488,0.5974663634633598,-3.7511023777340245e-05,0.45288759408361656,0.8372997797810794,-4.46294660958866e-05,0.4439471037894993,1.0771633306413186,-3.818676802364009e-05,0.4520388852502796
502,-6.966245676434946e-05,-0.06826899586036782,-0.06091068969221413,0.09084195781460536,0.07246464571848805,-0.040170764053879315,0.0,0.0,0.5,0.11999999981430583,-5.3153057833540265e-09,0.4999933241799765,0.35943942704619886,-1.305819597665742e-05,0.4835994071225649,0.5974521628574095,-3.7597996812128783e-05,0.4527783592905883,0.8372803995273992,-4.4826221148624784e-05,0.4436999869961636,1.0771425409428286,-3.83503433038438e-05,0.45183344097756434
503,-7.72177158667018e-05,-0.06824378208589098,-0.06139738493570916,0.09074224534145389,0.07318254291276258,-0.04026976001516851,0.0,0.0,0.5,0.11999999970882855,-6.655850044230314e-09,0.4999916405078447,0.3594397971134939,-1.305523112863894e-05,0.4836031308578637,0.5974379389865379,-3.768459803335489e-05,0.45266959148111713,0.8372609454308945,-4.50220075272304e-05,0.44345408682035414,1.0771217712855197,-3.8515312872961005e-05,0.4516262455314972
504,-7.842140215270644e-05,-0.06822974942823513,-0.0618756959967174,0.0906419695037943,0.07388538999702818,-0.04035077661813175,0.0,0.0,0.5,0.11999999964224548,-7.377711917486748e-09,0.4999907338770423,0.35944008640642067,-1.3052586524121542e-05,0.48360645237961974,0.5974236931300454,-3.77708306895319e-05,0.45256128657520545,0.8372414194736572,-4.52168403196687e-05,0.44320938431216417,1.0771010237989633,-3.86816617865554e-05,0.45141731768171595
505,-7.339769263723373e-05,-0.06822667956327469,-0.062345767422103085,0.09054112206985672,0.07457340022266164,-0.04041405177766285,0.0,0.0,0.5,0.11999999963100504,-7.49271727007244e-09,0.4999905894347342,0.3594402965690213,-1.3050255777658057e-05,0.48360937970770407,0.5974094265375565,-3.785669826297255e-05,0.4524534401991792,0.8372218235862612,-4.541073446930455e-05,0.4429658607032844,1.0770803004386549,-3.884937514932446e-05,0.45120667613613047
506,-6.227073298656822e-05,-0.0682343556111794,-0.06280774132843066,0.09043969507670808,0.0752467840773086,-0.040459821305805374,0.0,0.0,0.5,0.11999999967676672,-7.012730506978889e-09,0.4999911922796832,0.35944042918952357,-1.3048232807590505e-05,0.48361192048045115,0.5973951404059252,-3.794220432459096e-05,0.4523460478681428,0.8372021596206256,-4.560370474536431e-05,0.4427234974441783,1.0770596029672597,-3.901843816997887e-05,0.4509943394720782
507,-4.5166292205119836e-05,-0.06825256035758226,-0.06326175719467757,0.09033768077288228,0.07590574926034097,-0.040488319321158796,0.0,0.0,0.5,0.11999999976734137,-5.949613037224981e-09,0.499992527514415,0.35944048580211185,-1.3046511797700208e-05,0.4836140820028092,0.5973808358787375,-3.802735251557663e-05,0.4522391050088667,0.837182429349996,-4.5795765741633836e-05,0.44248227620556146,1.0770389329595889,-3.918883616704808e-05,0.450780326128875
508,-2.9824001969332935e-05,-0.06827295632140272,-0.0637068682850271,0.09023480648844705,0.07655022572771308,-0.040501533918358125,0.0,0.0,0.5,0.11999999987760036,-4.315381370040435e-09,0.4999945800466552,0.35944046789092443,-1.3045087331696197e-05,0.4836158710774301,0.5973665140617163,-3.811214661926633e-05,0.4521326068696518,0.8371626344883296,-4.598693189603544e-05,0.4422421788539948,1.0770182918244777,-3.936055454073469e-05,0.45056465444334554
509,-1.628786874613002e-05,-0.06829544012245546,-0.06414320104379313,0.09013108439267456,0.07718042487978016,-0.04049969848712987,0.0,0.0,0.5,0.11999999994663176,-2.8495131262646493e-09,0.4999964211208986,0.3594403851842232,-1.3044584911192342e-05,0.4836165020982979,0.5973522345871458,-3.8196919651255185e-05,0.4520261351956932,0.8371428485483233,-4.617729339155688e-05,0.4420030921230928,1.0769977438958511,-3.953345392573773e-05,0.45034749945290997
510,-4.595071324527015e-06,-0.06831991661976143,-0.06457088097938213,0.09002652690267966,0.07779655567137482,-0.04048304227818448,0.0,0.0,0.5,0.11999999998408234,-1.5562128732260825e-09,0.49999804545637005,0.359440238649968,-1.3044997420792675e-05,0.48361598400207206,0.597337997890901,-3.82816773509178e-05,0.45191968277853733,0.8371230730377855,-4.636686647072529e-05,0.44176499561286425,1.0769772900566785,-3.9707520658842305e-05,0.45012887831809906
511,5.223935054271649e-06,-0.06834629876821877,-0.06499003269017367,0.08992114666506472,0.07839882463518799,-0.04045179043707716,0.0,0.0,0.5,0.11999999999873312,-4.390328323716654e-10,0.4999994485916158,0.35944002922163015,-1.3046317361288867e-05,0.4836143262074754,0.597323804313462,-3.8366425160197336e-05,0.45181324278330776,0.8371033093259974,-4.655566712214154e-05,0.44152786924221665,1.076956930985374,-3.988274133572367e-05,0.44990880787417575
512,-3.5330071141676906e-06,-0.06835330007738155,-0.06540161200919363,0.08981164992580751,0.07898722256099487,-0.04040678717556342,0.0,0.0,0.5,0.11999999999836262,4.991171716440166e-10,0.5000006268720079,0.35943975779922,-1.3048536852155293e-05,0.4836115386121489,0.5973096541019014,-3.8451168223615886e-05,0.45170680874872715,0.8370835586460295,-4.6743711081466525e-05,0.44129169324782647,1.0769366671619705,-4.005910280842973e-05,0.44968730463451256
513,-1.3863554525965508e-05,-0.06836251522236272,-0.06580486456266553,0.08970143576215112,0.07956216937537997,-0.04034763977141485,0.0,0.0,0.5,0.11999999999925107,-3.3755866026394594e-10,0.4999995760392807,0.35943949950692544,-1.305237771905145e-05,0.48360671463077065,0.5972957399963671,-3.8535941337186425e-05,0.4516003369722966,0.8370640187973031,-4.69309692626211e-05,0.44105650416064207,1.076916694086162,-4.0236513810804415e-05,0.44946448322587285
514,-2.5732929337010284e-05,-0.06837392753861897,-0.06619992076730749,0.08959051786002568,0.08012386630691387,-0.04027454899405336,0.0,0.0,0.5,0.1199999999884681,-1.3245834896213213e-09,0.4999983363739843,0.3594391790404775,-1.305709097734093e-05,0.48360079495928515,0.5972818660263075,-3.862072257259436e-05,0.4514938549951401,0.8370444907726453,-4.7117503547159715e-05,0.4408222242597981,1.0768968132669048,-4.0415039834175494e-05,0.44924026139363843
515,-3.9101696729909556e-05,-0.0683875259986682,-0.0665869100921252,0.08947890991136556,0.08067251214788398,-0.04018771190412528,0.0,0.0,0.5,0.11999999996026897,-2.458634491817101e-09,0.4999969120494587,0.3594387971847714,-1.306266349424294e-05,0.48359379609197495,0.5972680318050144,-3.870551388431036e-05,0.4513873603625496,0.8370249749472293,-4.730332837550698e-05,0.440588835408727,1.0768770242245207,-4.059466935027122e-05,0.449014653616932
516,-5.392586584906165e-05,-0.06840330508092013,-0.06696596107616391,0.08936662560159177,0.08120830327812474,-0.04008732189504289,0.0,0.0,0.5,0.11999999990826345,-3.73594389491285e-09,0.4999953077978809,0.35943835469900326,-1.3069081878355316e-05,0.48358573484790585,0.5972542368730943,-3.879031697024538e-05,0.451280850941956,0.8370054715797972,-4.748845793621071e-05,0.440356319787084,1.0768573263139611,-4.077539105116863e-05,0.4487876740980004
517,-6.246195282942109e-05,-0.06842947329047416,-0.06733829507922164,0.08925394567454259,0.08173171037442943,-0.03997179456515298,0.0,0.0,0.5,0.11999999982552005,-5.15230862338311e-09,0.4999935288981524,0.3594378523176908,-1.3076332483626133e-05,0.48357662836602583,0.5972404807007157,-3.887513327351074e-05,0.4511743249209481,0.8369859808154761,-4.767290616772365e-05,0.44012465988880245,1.0768377187305374,-4.0957193846447325e-05,0.44855933676607546
518,-6.482588848480393e-05,-0.06846583162041378,-0.06770403505500601,0.08914086127197964,0.08224291288884732,-0.03984133268787362,0.0,0.0,0.5,0.1199999997659103,-5.967883001523739e-09,0.4999925045680412,0.3594372823767283,-1.3083764111892347e-05,0.48356729452620184,0.5972267020778491,-3.895963099914398e-05,0.451068199021192,0.8369664271002599,-4.7856609607538755e-05,0.43989393542028116,1.0768181338992557,-4.114019282089306e-05,0.44832949707901604
519,-6.113681620106141e-05,-0.06851217889382041,-0.06806330136524254,0.08902736368297201,0.08274208779819224,-0.0396961380494754,0.0,0.0,0.5,0.11999999974785627,-6.1937435575263006e-09,0.499992220895853,0.3594366461576194,-1.3091371996470413e-05,0.4835577393152183,0.5972129017479711,-3.90438129997867e-05,0.4509624696599059,0.836946811458497,-4.8039580414658324e-05,0.43966413111029606,1.0767985717689788,-4.1324375169803684e-05,0.4480981711190489
520,-5.151555466608329e-05,-0.06856831340136352,-0.06841621201486128,0.0889134444042347,0.08322940969262656,-0.039536411127595976,0.0,0.0,0.5,0.1199999997757374,-5.8412737619640265e-09,0.4999926635843859,0.35943594490200376,-1.3099151875882231e-05,0.48354796808532613,0.597199080445145,-3.912768233825864e-05,0.45085713299031177,0.8369271348968494,-4.8221830634067934e-05,0.4394352318308247,1.0767790322051767,-4.1509728125158134e-05,0.447865374922333
521,-3.608666865230656e-05,-0.0686340306851921,-0.06876288237843693,0.08879909507195172,0.08370505073309914,-0.0393623515965181,0.0,0.0,0.5,0.11999999984076887,-4.922017150333296e-09,0.4999938181354023,0.3594351798116181,-1.3107099866154026e-05,0.4835379857146467,0.5971852388839634,-3.921124222343567e-05,0.4507521849821633,0.8369073983923551,-4.8403372185119953e-05,0.4392072226115885,1.0767595149826625,-4.16962389795548e-05,0.44763112444886016
